NEW REGIONS;NOMDEP;Date retrait appellation par Haut Conseil;DATE APPELLATION;ID MUSEE;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES
ÎLE-DE-France;PARIS;;26/05/2016;7511403;Musée d'Art et d'Histoire de l'Hôpital Sainte-Anne;1, Rue Cabanis;75014;PARIS;0145658541;;www.ch-sainte-anne.fr ou www.musee-mahhsa.com ou www.centre-etude-expression.com;;Ouvert du mercredi au dimanche de 14h à 19h lors des expositions uniquement;
ÎLE-DE-France;PARIS;;06/01/2002;7511609;Musée de l'Homme (Muséum National d'Histoire Naturelle);Place du Trocadéro;75116;PARIS;0144057272;;www.museedelhomme.fr ou www.mnhn.fr;1er janvier, 1er mai et 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;
ÎLE-DE-France;PARIS;;01/02/2003;7511801;Musée de Montmartre;12, Rue Cortot;75018;PARIS;0149258937;0146063075;www.museedemontmartre.fr;;Ouvert de 10h à 18h d'octobre à mars et de 10h à 19h d'avril à septembre;
ÎLE-DE-France;PARIS;;10/07/2017;7510610;Musée de l'Ecole Nationale Supérieure des Beaux-Arts;14, Rue Bonaparte;75006;PARIS;0147035000;0147035080;www.beauxartsparis.fr;;Le Cabinet des dessins Jean Bonna est ouvert de 13h à 18h du lundi au vendredi;
ÎLE-DE-France;PARIS;;06/01/2002;7511618;Musée National de la Marine;17, Place du Trocadéro;75116;PARIS;0153656969;0153656965;www.musee-marine.fr;1er janvier, 1er mai, 25 décembre;Ouvert lundi, mercredi au vendredi de 10h à 18h, samedi-dimanche de 10h à 19h;
ÎLE-DE-France;PARIS;;06/01/2002;7510802;Musée de la Musique;221, Avenue Jean-Jaurès;75019;PARIS;0144844500;0144844501;https://philharmoniedeparis.fr/fr/musee-de-la-musique;;Ouvert du mardi au samedi de 12h à 18h, dimanche de 10h à 18h. Nocturne expositions temporaires le vendredi;Vendredi jusqu'à 22h dans des expositions
ÎLE-DE-France;PARIS;;09/07/2004;7511606;Musée des Monuments Français;"Palais de Chaillot
1, Place du Trocadéro et du 11 Novembre";75116;PARIS;0158515200;0158515220;http://www.citechaillot.fr/fr/musee/;1er janvier, 1er mai, 25 décembre;Ouvert le mercredi, vendredi, samedi et dimanche de 11h à 19h, le jeudi de 11h à 21h;Jeudi jusqu'à 21h
ÎLE-DE-France;PARIS;;08/07/2004;7510808;Petit Palais, Musée des Beaux-Arts de la ville de Paris;Avenue Winston-Churchill;75008;PARIS;0142651273;0142652460;www.petitpalais.paris.fr;;Ouvert tous les jours de 10h à 18h;Mardi jusqu'à 20h
ÎLE-DE-France;PARIS;;08/07/2004;7511616;Maison de Balzac;47, rue Raynouard;75016;PARIS;0155744180;0145251922;http://maisondebalzac.paris.fr/;;Ouvert du mardi au dimanche de 10h à 18h;
ÎLE-DE-France;PARIS;;01/02/2003;7510902;Musée de la Franc-Maçonnerie;16, Rue Cadet;75009;PARIS;0145237409;0142463308;www.museefm.org;Jours fériés;Ouvert du mardi au vendredi de 10h à 12h30 et de  14h à 18h, le samedi de 10h à 13h et de 14h à 19h, le dimanche de 10h à 12h30 et de  13h à 18h;
ÎLE-DE-France;PARIS;;06/01/2002;7511603;Etablissement Public du Musée des Arts Asiatiques Guimet;6, Place d'Iéna;75116;PARIS;0156525300;0156525354;www.museeguimet.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;
ÎLE-DE-France;PARIS;;06/01/2002;7511201;Etablissement public de la Porte Dorée - Aquarium Tropical;"Palais de la Porte Dorée
293, avenue Daumesnil";75012;PARIS;0144748480;0143432753;www.aquarium-portedoree.fr;;Ouvert tous les jours du mardi au vendredi de 10h à 17h15, le week-end de 10h à 19h, y compris certains jours fériés;
ÎLE-DE-France;PARIS;;16/11/2006;7511202;Établissement Public de la Porte Dorée - Musée de l’Histoire de l’Immigration;"Palais de la Porte Dorée
293, avenue Daumesnil";75012;PARIS;0153595860;0153595866;http://www.palais-portedoree.fr/;25 décembre ,  1er janvier, 24 mars, 1er mai, 12 mai et 14 juillet 2008;Ouvert du mardi au vendredi de 10h à 17h30 et le samedi et dimanche de 10h à 19h;
ÎLE-DE-France;PARIS;;06/01/2002;7511601;Musée d'Ennery;59, Avenue Foch;75116;PARIS;0156525345;;http://www.guimet.fr/fr/musee-dennery/histoire-du-musee-dennery;1er janvier, 1er mai, 25 décembre;Ouvert les jeudis, samedis et dimanches après-midi uniquement en visite conférence, sur réservation;
ÎLE-DE-France;PARIS;;08/07/2004;7511502;Musée Bourdelle;16, Rue Antoine Bourdelle;75015;PARIS;0149547373;0145442165;www.bourdelle.paris.fr;;Ouvert du mardi au dimanche de 10h à 18h;
ÎLE-DE-France;PARIS;;08/07/2004;7511503;Musée du Maréchal Leclerc de Hautecloque et de la Libération de Paris - Musée Jean Moulin;23, Allée de la 2ème DB;75015;PARIS;0140643944;0143212830;www.museesleclercmoulin.paris.fr;;Ouvert du mardi au dimanche de 10h à 18h;
;;;;;;;;;;;;;;
ÎLE-DE-France;PARIS;;08/07/2004;7510905;Musée de la Vie Romantique;16, Rue Chaptal;75009;PARIS;0155319567;0148742842;www.vie-romantique.paris.fr;;Ouvert du mardi au dimanche de 10h à 18h;
ÎLE-DE-France;PARIS;;08/07/2004;7510405;Maison de Victor Hugo;6, Place des Vosges;75004;PARIS;0142721016;0142720664;www.maisonsvictorhugo.paris.fr;Jours fériés;Ouvert de 10h à 18h du mardi au dimanche;
ÎLE-DE-France;PARIS;;02/10/2002;7510517;Musée de l'Assistance Publique - Hôpitaux de Paris;10, Rue des Fossés Saint-Marcel;75005;PARIS;0140275005;0140274648;http://www.aphp.fr/musee;;;
ÎLE-DE-France;PARIS;;08/07/2004;7510608;Musée Zadkine;100 bis, rue d'Assas;75006;PARIS;0155427720;0140468427;www.zadkine.paris.fr;Jours fériés;Ouvert du mardi au dimanche de 10h à 18h;
ÎLE-DE-France;PARIS;;06/01/2002;7510507;Galerie de Botanique (Muséum National National d'Histoire Naturelle);18 rue Buffon;75005;PARIS;;;www.mnhn.fr;1er janvier, 1er mai, 25 décembre;"Ouvert tous les jours de 10h à 17h
Du 1er avril au 30 septembre : 10h - 18h, les samedis, dimanches et jours fériés";
ÎLE-DE-France;PARIS;;06/01/2002;7510703;Musée National Auguste Rodin;"Hôtel Biron
77, rue de Varenne";75007;PARIS;0144186110;0144186130;www.musee-rodin.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche de 10h à 18h;Le mercredi jusqu'à 20h45
ÎLE-DE-France;PARIS;;01/02/2003;7510303;Musée d'Art et d'Histoire du Judaïsme;"Hôtel de Saint-Aignan
71, Rue du Temple";75003;PARIS;0153018653;0142729747;www.mahj.org;1er janvier, 1er mai, Roch Hachana, Yom Kippour;Ouvert du lundi au vendredi de 11h à 18h et le dimanche de 10h à 18h. Nocturne jusqu'à 21h le mercredi lors des expositions temporaires et jusqu'à 19h le dimanche et jours fériés. A partir du 1er septembre ouvert du mardi au vendredi de 11h à 18h samedi e;Jusqu'à 21h pendant les expositions temporaires le mercredi
ÎLE-DE-France;PARIS;;06/01/2002;7510706;Musée National de la Légion d'Honneur et des Ordres de Chevalerie;2, Rue de la Légion d'Honneur;75007;PARIS;0140628425;0140628496;www.legiondhonneur.fr;1er janvier, 1er mai, 15 août, 1er novembre et 25 décembre;Ouvert du mercredi au dimanche de 13h à 18h. Accessible le mardi pour les groupes sur réservation;
ÎLE-DE-France;PARIS;;06/01/2002;7510701;Musée de l'Armée;"Hôtel National des Invalides
129, rue de Grenelle";75007;PARIS;0144423877;0144423764;/www.musee-armee.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert d'avril à octobre de 10h à 18h, de novembre à mars de 10h à 17h (17h30 pendant les vacances de Noël et de printemps). Du 15 juin au 15 septembre l'église du dôme reste ouverte jusqu'à 19h;Mardi jusqu'à 21h d'avril à septembre
ÎLE-DE-France;PARIS;;06/01/2002;7510503;Grande Galerie de l'Evolution (Muséum National d'Histoire Naturelle);"Jardin des Plantes
36, rue Geoffroy Saint-Hilaire";75005;PARIS;0140795479;0140795448;www.mnhn.fr;1er mai;Ouvert du mercredi au lundi de 10h à 18h;
ÎLE-DE-France;PARIS;;08/07/2004;7511615;Musée d'Art Moderne de la ville de Paris;11, Avenue du Pdt Wilson;75116;PARIS;0153674000;0147233598;www.mam.paris.fr;;Ouvert du mardi au dimanche de 10 à 18 h. Nocturne le mercredi jusqu'a 22h pour les expositions temporaires;Mercredi jusqu'à 22h pour les expositions temporaires
ÎLE-DE-France;PARIS;;06/01/2002;7510501;Musée National du Moyen Age-Thermes de Cluny;6, Place Paul Painlevé;75005;PARIS;0153737800;0143258527;www.musee-moyenage.fr;1er janvier, 1er mai et 25 décembre;Ouvert du mercredi au lundi de 9h15 à 17h45;
ÎLE-DE-France;PARIS;26/05/2016;01/02/2003;7511607;Musée Bouchard;25, Rue de l'Yvette;75016;PARIS;0146476346;0146477050;www.musee-bouchard.com;;;
ÎLE-DE-France;PARIS;;06/01/2002;7510305;Musée National Picasso;"Hôtel Salé
5, Rue de Thorigny";75003;PARIS;0185560036;0148047546;www.musee-picasso.fr;1er janvier 1er mai et 25 décembre;"Ouvert du mardi au vendredi de 11h30 à 18h, samedi et dimanche de 9h30 à 18h, jours fériés (sauf lundis) de 9h30 à 18h
En période de vacances scolaires (zone C), le Musée est ouvert du mardi au dimanche de 9h30 à 18h00";
ÎLE-DE-France;PARIS;;01/02/2003;7510301;Musée de la Chasse et de la Nature;60, rue des Archives;75003;PARIS;0153019240;0142774570;www.chassenature.org/;Jours fériés;Ouvert du mardi au dimanche de 11h à 18h et le mercredi de 11h à 21h30;Le mercredi jusqu'à 21h30
ÎLE-DE-France;PARIS;;06/01/2002;7510107;Musées Arts Décoratifs  Mode et du Textile;107, Rue de Rivoli;75001;PARIS;0144555750;0144555784;www.lesartsdecoratifs.fr;;Ouvert du mardi au vendredi de 11h à 18h, samedi et dimanche de 10h à 18h, nocturnele jeudi jusqu'à 21h;Jeudi jusqu'à 21h
ÎLE-DE-France;PARIS;;06/01/2002;7511001;Musée de la Publicité (Les Arts Décoratifs);107, Rue de Rivoli;75010;PARIS;;;www.museedelapub.org et www.lesartsdecoratifs.fr/;;;
ÎLE-DE-France;PARIS;;06/01/2002;7510102;Musées des Arts Décoratifs;107, Rue de Rivoli;75001;PARIS;0144555750;0144555784;www.lesartsdecoratifs.fr/;;Mardi au vendredi de 11h à 18h - samedi et dimanche de 10h à 18h;Jeudi jusqu'à 21 h
ÎLE-DE-France;PARIS;;06/01/2002;7510801;Musée Nissim de Camondo (Les Arts Décoratifs);63, Rue de Monceau;75008;PARIS;0153890650;0153890642;www.lesartsdecoratifs.fr/;1er janvier, 1er mai, 15 août et 25 décembre;Ouvert du mercredi au dimanche de 10h à 17h30;
ÎLE-DE-France;PARIS;;06/01/2002;7510106;Musée du Louvre;34, Quai du Louvre;75001;PARIS;0140205050;0140205452;www.louvre.fr;le 1er janvier, le 1er mai, le 8 mai et le 25 décembre 2007;Ouvert lundi, jeudi, samedi et dimanche de  9h à 18h, mercredi et vendredi de 9h à 22h. Le hall Napoléon est ouvert de 9h à 22h;Mercredi et vendredi jusqu'à 21h45
ÎLE-DE-France;PARIS;;06/01/2002;7510602;Musée National Eugène Delacroix;6, Rue Furstenberg;75006;PARIS;0144418650;0143543670;www.musee-delacroix.fr;14 juillet;Ouvert du mercredi au lundi de 9h30 à 17h;
ÎLE-DE-France;PARIS;;08/07/2004;7510306;Musée Cognacq-Jay, Musée du XVIIIe siècle de la ville de Paris;8, Rue Elzévir;75003;PARIS;0140270721;0140278944;www.museecognacqjay.paris.fr;Certains jours fériés;Ouvert du mardi au dimanche de 10h à 18h;
ÎLE-DE-France;PARIS;;08/07/2004;7510307;Musée Carnavalet-Histoire de Paris;16, Rue de Sévigné;75003;PARIS;0144595858;0144595810;www.carnavalet.paris.fr;Jours fériés;Ouvert du mardi au dimanche de 10h à 18h;
ÎLE-DE-France;PARIS;;08/07/2004;7511402;Les Catacombes;"1, avenue du Colonel Henri Rol-Tanguy
(Place Denfert-Rochereau)";75014;PARIS;0143224763;0143224817;www.catacombes.paris.fr;Jours fériés, dimanche de Pâques et de Pentecôtes;Ouvert du mardi au dimanche de 10h à 20h;
ÎLE-DE-France;PARIS;;08/07/2004;7510403;Crypte Archéologique du Parvis Notre-Dame;"7, Place Jean Paul II
Parvis Notre-Dame";75004;PARIS;0155425010;0143293055;www.crypte.paris.fr;Jours fériés;Ouvert de 10h à 18h;
ÎLE-DE-France;PARIS;;06/01/2002;7511701;Musée National Jean-Jacques Henner;43, Avenue de Villiers;75017;PARIS;0147636437;0143800082;http://www.musee-henner.fr/;1er janvier, 1er mai, dimanche et lundi de Pentecôte, 14 juillet, 15 août, Noël;Ouvert du mercredi au dimanche de 11h à 18h;Nocturne jusqu'à 21h le deuxième jeudi de chaque mois.
ÎLE-DE-France;PARIS;;06/01/2002;7510901;Musée National Gustave Moreau;14, Rue de la Rochefoucauld;75009;PARIS;0148743850;0148741871;www.musee-moreau.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h45 et de 14h à 17h15;
ÎLE-DE-France;PARIS;;06/01/2002;7510512;Galerie d’entomologie (Muséum national d'histoire naturelle);57, Rue Cuvier;75005;PARIS;;;www.mnhn.fr;;;
ÎLE-DE-France;PARIS;;06/01/2002;7510502;Galerie de Minéralogie et de Géologie (Muséum d'Histoire Naturelle);"Jardin des Plantes
36, Rue Geoffroy Saint-Hilaire";75005;PARIS;0140795601;0140795448;www.mnhn.fr;1er mai;Ouvert du mercredi au lundi de 10h à 17h;
ÎLE-DE-France;PARIS;;06/01/2002;7510304;Musée National des Techniques (Conservatoire National des Arts et Métiers);292, rue Saint-Martin;75141;PARIS cedex 03;0153018200;0153018201;www.arts-et-metiers.net;1er mai, 25 décembre;Ouvert du mardi au dimanche de 10 h à 18h, jeudi jusqu'à 21h30;Jeudi jusqu'à 21 h 30
ÎLE-DE-France;PARIS;;06/01/2002;7510402;Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou);Place Georges Pompidou;75191;PARIS Cedex 04;0144781233;;www.centrepompidou.fr;1er mai;Ouvert du mercredi au lundi de 11h à 22h (musée et expositions);Jeudi jusqu'à 23h selon les expositions
ÎLE-DE-France;PARIS;;21/03/2011;7510519;Institut du Monde Arabe;"1, Rue des Fossés Saint-Bernard
Place Mohammed V";75236;PARIS Cedex 05;0140513838;0143547645;www.imarabe.org;;Ouvert du mardi au jeudi de 10h à 18h, le vendredi de 10h à 21h30, week-end et jours fériés de 10h à 19h;Vendredi jusqu'à 21h30
ÎLE-DE-France;PARIS;;13/12/2006;7510516;Musée du Service de Santé des Armées du Val-de-Grâce;1, Place Alphonse Laveran;75230;PARIS Cedex 05;0140515192;0140515193;www.valdegrace.org;;Ouvert de mardi au jeudi et samedi, dimanche de 12 h à 18 h;
ÎLE-DE-France;PARIS;;06/01/2002;7510609;Musée des Monnaies et des Médailles;11, Quai de Conti;75270;PARIS Cedex 06;0140465533;0140465709;www.monnaiedeparis.fr;1er janvier, le 1er mai et le 25 décembre.;Ouvert du mardi au dimanche de 11h à 19h; Nocturne du 1er mercredi du mois de 19h à 21h
ÎLE-DE-France;PARIS;;09/12/2004;7510709;Musée du Quai Branly - Jacques Chirac;222, rue de l'Université;75343;PARIS cedex 07;0156617000;0156617001;www.quaibranly.fr;1er mai;Ouvert mardi, mercredi, dimanche de 11h à 19h - jeudi, vendredi, samedi de 11h à 21h. Groupes tous les matin de 9h30 à 11h sauf le dimanche. Ouverture exceptionnelle les lundis de 11h à 19h pendant les vacances de Pâques;Jeudi, vendredi, samedi jusqu'à 21h
ÎLE-DE-France;PARIS;;06/01/2002;7511504;L'Adresse Musée de la Poste;34, Boulevard de Vaugirard;75731;PARIS Cedex 15;0142792336;0142792400;www.ladressemuseedelaposte.fr ou www.museedelaposte.fr;Jours fériés;Ouvert du lundi au samedi de 10h à 18h et le premier jeudi jusqu'à 20h;Premier jeudi du mois jusqu'à 20h
ÎLE-DE-France;PARIS;;10/07/2017;7511619;Musée Yves Saint Laurent;5, Avenue Marceau;75116;PARIS Cedex 16;0144316400;;https://museeyslparis.com/;1er janvier, 1er mai et 25 décembre;Ouvert du mardi au dimanche de 11h à 18h, nocturne le vendredi jusqu’à 21h;Vendredi jusqu'à 21h
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7702201;Musée Départemental de l'Ecole de Barbizon - Auberge Ganne;92, Grande Rue;77630;BARBIZON;0160662227;0160662296;http://musee-peintres-barbizon.fr;1er mai - du  22 décembre au 1er janvier 2010;Ouvert de 10h à 12h30 et de 14h à 17h30 en  juillet-août de 10h à 12h30 et de 14h à 18h du mercredi au lundi;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7710801;Musée Municipal de Chelles Alfred Bonno;Place de la République;77500;CHELLES;0164726580;0164728520;www.chelles.fr/Culture/Musee-Alfred-Bonno;Août et congés de Noël;Ouvert jusqu'au 31 août 2016 le mercredi de 10h à 12H et de 14h à 18h, et le dimanche de 14h à 17h depuis le 1er septembre 2016 ouvert le mercredi de 14h à 18h et le 3ème dimanche du mois avec atelier de 15h à 18h;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7710802;Musée des Transports Urbains, Interurbains et Ruraux;1, Rue Gabriel de Mortillet;77500;CHELLES;0160204550;0146521681;www.amtuir.org;;Accueil de groupe sur rendez-vous et lors des JEP et nuit des musées;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7713101;Musée Municipal des Capucins;"Hôtel de Ville
B.P. 171";77527;COULOMMIERS cedex;0164651131;0164032882;www.tourisme77.fr ou www.coulommiers.fr;;Ouvert de mai à septembre le mercredi, vendredi, samedi, dimanche de 14h à 18h, d'octobre à avril le mercredi, samedi et dimanche de 14h à 17h30;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7713201;Maison Natale de Louis Braille;13, Rue Louis-Braille;77700;COUPVRAY;0160048280;0160048280;http://www.coupvray.fr/coupvray/acces_direct/louis_braille;;Ouvert du 1er avril au 30 septembre du mardi au dimanche de 10h à 12h et 14h à 18h - visite guidée toute les heures et du 1er octobre au 31 mars de 14h à 17h, le vendredi sur rendez-vous;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7714201;Musée Municipal;;77580;CRECY-LA-CHAPELLE;;;dgs@crecylachapelle.eu;;;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7718602;Musée d'Art et d'Histoire Militaire;88, Rue St-Honoré;77300;FONTAINEBLEAU;0160746489;0164234009;http://www.napoleon.org/fr;;Fermé pour chantiers des collections et récolement;
ÎLE-DE-France;SEINE ET MARNE;;06/01/2002;7718601;Musée du Château de Fontainebleau;Château de Fontainebleau;77300;FONTAINEBLEAU;0160715070;0160715071;www.châteaudefontainebleau.fr;1er janvier, 1er mai, 25 décembre;Ouvert de 9h30 à 17h d'octobre à mars et de 9h30 à 18h d'avril à septembre;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7724301;Musée Gatien Bonnet;8, Cour Pierre Herbin;77405;LAGNY-SUR-MARNE;0164303078;0164124755;Site de la ville;Jours fériés;Ouvert du mercredi au dimanche de 14h à 18h;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7728501;Musée Henri Chapu;937, Rue Chapu;77350;LE MEE-SUR-SEINE;0164395273;0164875555;Site de la ville;Août;Ouvert les samedis et dimanches de 15h à 18h l'été et de 14h à 17h l'hiver et sur rendez-vouspour les groupes;
ÎLE-DE-France;SEINE ET MARNE;;26/03/2007;7728402;Musée de la Grande Guerre du Pays de Meaux;Rue Lazare Ponticelli;77100;MEAUX;0160321418;0160321414;www.museedelagrandeguerre.eu;1er janvier, le 1er mai, le 25 décembre et du 6 au 24 janvier;Ouvert de mai à septembre de 9h30 à 18h30 et d’octobre à avril de 10h à 17h30. A compter du 2 mai 2015 ouverture toute l'année de 9h30 à 18h;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7728401;Musée Bossuet;"Cité Episcopale
5, Place Charles de Gaulle";77100;MEAUX;0164348445;0160233752;www.musee-bossuet.fr;1er Janvier, 1er Mai, 14 Juillet et 25 Décembre;Ouvert du mercredi au lundi d'avril à septembre de 10h à 12h et de 14h à18h, et du mercredi au samedi d'octobre à mars de 10h à 12h et de 14h à 17h et le dimanche de 14h à 17h;
ÎLE-DE-France;SEINE ET MARNE;;21/03/2011;7728803;Musée de la Gendarmerie Nationale;1-3 rue Émile Leclerc;77000;MELUN;0164145464;0164145430;http://www.gendarmerie.interieur.gouv.fr/musee;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert d'octobre à mars du mercredi au lundi de 10h à 17h30 et d'avril à septembre de 10h à 18h;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7728802;Musée d'Art et d'Histoire de Melun;5, Rue du Franc Mûrier;77008;MELUN Cedex;0164797770;0164797771;Site de la ville : www.ville-melun.fr;Jours fériés;Ouvert du mercredi au dimanche de 14h à 18h;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7731601;Musée Municipal;Place de Samois;77250;MORET-SUR-LOING;0160703230;;http://www.ville-moret-sur-loing.fr;;Ouvert du vendredi au dimanche de mars à avril et de septembre au 25 octobre de 14h à 18h et de mai à août de 14h à 19h;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7733301;Musée Départemental de Préhistoire d'Île de France;48, Avenue Etienne Dailly;77140;NEMOURS;0164785480;0164785489;www.musee-prehistoire-idf.fr;1er janvier, 1er mai, 25 décembre;Ouvert le mercredi et samedi de 14h à 17h30 le mardi, du  jeudi au vendredi et le dimanche de 10h à 12h30 et de 14h à 17h30 de septembre à juin et de 10h à 12h30 et de 14h à 18h en juillet et août;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7733302;Château-musée de Nemours;Rue Gautier 1er;77140;NEMOURS;0164282742;;Site de la ville - www.ville-nemours.fr;1er mai, 25 décembre, 1er janvier;"Ouvert du mercredi au samedi de 10h à 12h30 et de 14h à 18h, dimanche de 14h à 18h; Accueil de groupes le mardi";
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7737901;Musée de Provins et du Provinois;7, rue du Palais;77160;PROVINS;0164005960;0160589343;Site de la ville : www.mairie-provins.fr;30 août 2015 et du 21 décembre 2015 au 1er janvier 2016;Ouvert de début janvier à fin mars et de début novembre au 20 décembre inclus, les week-end et jours fériés et tous les jours pendant les vacances scolaires (zone C) de 12h à 17h30. De fin mars à mi-juin de 12h à 17h30. De mi-juin à mi-septembre tous les ;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7740501;Musée des Pays de Seine-et-Marne;17, Avenue de la Ferté-Sous-Jouarre;77750;SAINT-CYR-SUR-MORIN;0160244600;0160244614;"Site du conseil général - www.seine-et-marne.fr - rubrique ""loisirs""";24 décembre au 1er janvier et 1er mai;Ouvert tous les jours de 10h à 12h30 et de 14h à 17h30 - En juillet et août de 10h à 12h30 et de 14h à 18h et le mercredi de 10h à 12h30;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7744501;Ecomusée;"Ferme de Coulevrain
Place Georges Henri Rivière";77176;SAVIGNY-LE-TEMPLE;0164410123;0164109490;Site de la ville www.savigny-le-temple.fr;25 décembre, 1er janvier, 1er novembre et 1er mai;Ouvert du mercredi au vendredi de 14h à 17h, le samedi et dimanche de 15h à 18h. Sur réservation de 10h à 12h;
ÎLE-DE-France;SEINE ET MARNE;;01/02/2003;7753301;Musée départemental Stéphane Mallarmé;"Pont de Valvins
4, Promenade Stéphane Mallarmé";77870;VULAINES-SUR-SEINE;0164237327;0164237830;www.musee-mallarme.fr;24 décembre au 1er janvier, 1er mai;Ouvert du mercredi au lundi de septembre à juin de 10h à 12h30 et de 14h à 17h30, juillet- août de 10h à 12h30 et de 14h à 18h;
ÎLE-DE-France;SEINE SAINT-DENIS;;06/01/2002;9301301;Musée de l'Air et de l'Espace;"Aéroport de Paris - Le Bourget
3 Esplanade de l'Air et de l'espace
BP 173";93352;LE BOURGET Cedex;0149927000;0149927095;www.museeairespace.fr;25 décembre, 1er janvier;Ouvert du mardi au dimanche d'octobre à mars de 10h à 17h et d'avril à septembre de 10h à 18h;
ÎLE-DE-France;SEINE SAINT-DENIS;;01/02/2003;9304601;Musée Municipal;60-62, Avenue du Consul Général Nordling;93190;LIVRY-GARGAN;0143887146;0149369431;www.livry-gargan.fr/contenu/culture-et-loisirs/chateau-de-la-foret;25 décembre et 1er mai et août;Ouvert du mercredi au dimanche de 14h à 17h ou de 14h à 18h selon les saisons;
ÎLE-DE-France;SEINE SAINT-DENIS;;01/02/2003;9304801;Musée de l'Histoire Vivante;31, Boulevard Théophile Sueur;93100;MONTREUIL-SOUS-BOIS;0148706162;0148551634;www.museehistoirevivante.com;1er janvier, 1er mai, 25 décembre - Août;Ouvert du mercredi au vendredi de 14h à 17, le week-end de 14h à 17h30;
ÎLE-DE-France;SEINE SAINT-DENIS;;01/02/2003;9306601;Musée d'Art et d'Histoire;22 bis, rue Gabriel Péri;93200;SAINT-DENIS;0142430510;0148200760;www.musee-saint-denis.fr;Jours fériés;Ouvert lundi, mercredi, vendredi de 10h à 17h30, le jeudi de 10h à 20h, le week-end de 14h à 18h30;jeudi jusqu'à 20h
ÎLE-DE-France;SEINE SAINT-DENIS;;01/02/2003;9307001;Musée Municipal;12, Rue Albert Dhalenne;93400;SAINT-OUEN;0149489520;0149489528;www.saint-ouen.fr/la-ville-en-action/decouvrir-la-ville/histoire-et-patrimoine/musee-dart-et-dhistoire/;;;
ÎLE-DE-France;VAL DE MARNE;;01/02/2003;9401501;Musée Adrien Mentienne;1, Grande Rue Charles de Gaulle;94360;BRY-SUR-MARNE;0145166833;0145166848;http://www.bry94.fr/bry/71.htm;;"Ouverture lors d'expositions ""Images de la grande guerre"" du 20 septembre au 16 novembre 2014, mercredi au vendredi de 15h à 18h le samedi et dimanche de 10h à 13h et de 15h à 18h";
ÎLE-DE-France;VAL DE MARNE;;01/02/2003;9401701;Musée de la Résistance Nationale;"Parc Vercors
88, Avenue Marx Dormoy - B.P. 135
B.P. 135";94501;CHAMPIGNY-SUR-MARNE Cedex;0148815378;0148813336;www.musee-resistance.com;Septembre, 1er janvier, lundi de Pâques, 1er mai, lundi de Pentecôtes, Ascension, 14 juillet, Assomption, 15 août, 1er novembre, 25 décembre;En raison de la préparation du transfert du Musée dans un nouvel espace sur les bords de Marne, le MRN se voit contraint de limiter ses horaires d’ouverture au public;
ÎLE-DE-France;VAL DE MARNE;;01/02/2003;9403401;Ecomusée du Val de Bièvre;"Ferme de Cottinville
41, rue Maurice Ténine";94260;FRESNES;0141243224;0146681033;www.ecomusee-valdebievre.fr;Août - 1er janvier, 1er mai, 25 décembre;Ouvert mercredi, samedi de 10h à 12h et de 14h à 18h, mardi, jeudi, vendredi et dimanche de 14h à 18h;
ÎLE-DE-France;VAL DE MARNE;;11/01/2003;9406801;Musée de Saint-Maur - Villa Médicis;5, Rue Saint-Hilaire;94210;LA VARENNE-SAINT-HILAIRE;0148863328;0148834912;www.saint-maur.com/musee/musee.htm;1er janvier, 1er mai, 14 juillet, 25 décembre. Fermé du 30 juillet au 15 août 2012;Ouvert du 1er janvier au 31 août du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 11h à 13h et de 14h à 18h, à partir de septembre 2016 du mardi au dimanche de 14h à 18h;
